celebrity_name,season,avg_score,score_std,weeks_survived,final_placement,top_3,age,industry,us_born,popularity_ratio
Drew Carey,18,7.5,0.6571287406727709,6,8,False,55,Comedian,True,0.1032786885245901
Cody Simpson,18,8.0,0.7453559924999299,5,9,False,17,Singer/Rapper,False,0.1696721311475409
NeNe Leakes,18,7.961538461538462,0.7195494974565273,7,7,False,46,TV Personality,True,0.1786885245901639
Antonio Sabato Jr.,19,7.125,0.6068801952845153,7,8,False,42,Actor/Actress,False,0.0005512679162072
Jonathan Bennett,19,7.166666666666667,0.8975274678557508,6,9,False,33,Actor/Actress,True,0.0421052631578947
Lea Thompson,19,8.472222222222221,0.6660877115712112,9,6,False,53,Actor/Actress,True,0.0894736842105263
Janel Parrish,19,9.04545,1.0389261913804868,11,3,True,25,Actor/Actress,True,0.0884210526315789
Alfonso Ribeiro,19,9.181818181818182,0.8297789210694856,11,1,True,42,Actor/Actress,True,0.1031578947368421
Lolo Jones,19,5.5,0.5,1,13,False,32,Athlete,True,0.0484210526315789
Randy Couture,19,7.083333333333333,0.6400954789890507,3,11,False,51,Athlete,True,0.0168421052631578
Tommy Chong,19,7.1625,0.773688406272189,10,5,False,76,Comedian,False,0.1052631578947368
Betsey Johnson,19,6.625,1.1110243021644486,4,10,False,72,Fashion Designer,True,0.1147368421052631
Michael Waltrip,19,6.40625,0.7849910429425294,8,7,False,51,Racing Driver,True,0.0305263157894736
Tavis Smiley,19,7.125,0.3307189138830738,2,12,False,50,Radio Personality,True,0.0147368421052631
Bethany Mota,19,9.011363636363637,0.7686221169584478,11,4,False,18,Social Media Personality,True,0.1989473684210526
Sadie Robertson,19,8.791663636363637,0.7866634567159144,11,2,True,17,TV Personality,True,0.2094736842105263
Suzanne Somers,20,6.7,0.458257569495584,5,9,False,68,Actor/Actress,True,0.1074983410749834
Willow Shields,20,8.482142857142858,1.1988248923212177,7,7,False,14,Actor/Actress,True,0.0842733908427339
Riker Lynch,20,9.075,0.9120718173477348,10,2,True,23,Actor/Actress,True,0.1114797611147976
Rumer Willis,20,9.0625,0.8230089610690761,10,1,True,26,Actor/Actress,True,0.212342402123424
Nastia Liukin,20,9.09722222222222,0.9228536994655674,9,4,False,25,Athlete,False,0.0583941605839416
Michael Sam,20,6.75,0.6614378277661477,4,10,False,25,Athlete,True,0.0570670205706702
Robert Herjavec,20,7.453125,0.8325354252973263,8,6,False,52,Entrepreneur,False,0.1353682813536828
Charlotte McKinney,20,5.833333333333333,0.6871842709362768,3,11,False,21,Model,True,0.2030524220305242
Noah Galloway,20,8.0125,1.1038993387080185,10,3,True,33,Motivational Speaker,True,0.0842733908427339
Redfoo,20,6.625,1.2183492931011204,2,12,False,39,Singer/Rapper,True,0.0338420703384207
Patti LaBelle,20,6.916666666666667,1.0274023338281628,6,8,False,70,Singer/Rapper,True,0.1181154611811546
Chris Soules,20,7.09375,1.0784646204210873,8,5,False,33,TV Personality,True,0.145985401459854
Gary Busey,21,5.576923076923077,0.5832981110808885,4,10,False,71,Actor/Actress,True,0.1572016460905349
Alexa PenaVega,21,8.549993333333331,1.130508538647787,9,6,False,27,Actor/Actress,True,0.0456397718011409
Carlos PenaVega,21,8.999994444444445,1.0452679969867495,11,4,False,26,Actor/Actress,True,0.0464547677261613
Victor Espinoza,21,5.583333333333333,0.6718548123582124,2,12,False,43,Athlete,False,0.0105949470252648
Alek Skarlatos,21,8.16666388888889,0.82214320196017,11,3,True,22,Military,True,0.0407497962510187
Chaka Khan,21,4.666666666666667,0.4714045207910317,2,13,False,62,Singer/Rapper,True,0.0497147514262428
Andy Grammer,21,8.25925185185185,1.1030589717187214,8,7,False,31,Singer/Rapper,True,0.1116544417277913
Tamar Braxton,21,8.533333333333333,0.9122621455602672,9,5,False,38,Singer/Rapper,True,0.1841890790546047
Nick Carter,21,9.11111111111111,0.8906233078822998,11,2,True,35,Singer/Rapper,True,0.1271393643031784
Hayes Grier,21,7.9375,0.8330728759638418,7,8,False,15,Social Media Personality,True,0.1434392828035859
Bindi Irwin,21,9.26388888888889,0.8935425059148239,11,1,True,17,TV Personality,False,0.28280358598207
Kim Zolciak-Biermann,21,5.083333333333333,1.0960788698304922,2,11,False,37,TV Personality,True,0.0016299918500407
Paula Deen,21,5.785714285714286,0.6281383789653772,6,9,False,68,TV Personality,True,0.2876935615321923
Mischa Barton,22,5.444444444444445,0.4969039949999532,3,11,False,30,Actor/Actress,False,0.10804224207961
Kim Fields,22,7.434782608695652,0.9125257331224068,7,8,False,46,Actor/Actress,True,0.1153533712428919
Jodie Sweetin,22,7.9423076923076925,1.146289356986633,8,6,False,34,Actor/Actress,True,0.1681559707554833
Doug Flutie,22,6.4,0.7348469228349535,6,9,False,53,Athlete,True,0.0771730300568643
Von Miller,22,7.478260869565218,0.8139845750803936,7,7,False,27,Athlete,True,0.1153533712428919
Antonio Brown,22,7.879310344827586,1.2363403477239698,9,5,False,27,Athlete,True,0.1283509341998375
Paige VanZant,22,8.67708125,0.993848374828091,10,2,True,22,Athlete,True,0.1535337124289195
Geraldo Rivera,22,4.333333333333333,0.4714045207910317,2,12,False,72,Journalist,True,0.0544272948822095
Nyle DiMarco,22,8.70311875,0.9962842752690808,10,1,True,26,Model,True,0.1307879772542648
Ginger Zee,22,8.463537500000001,1.0032321032387022,10,3,True,35,News Anchor,True,0.1153533712428919
Wanya Morris,22,8.53448275862069,0.909063884583729,9,4,False,42,Singer/Rapper,True,0.0219333874898456
Marla Maples,22,6.923076923076923,0.2664693550105964,4,10,False,52,TV Personality,True,0.1543460601137286
Jake T. Austin,23,5.75,0.4330127018922193,2,13,False,21,Actor/Actress,True,0.0005512679162072
Maureen McCormick,23,7.230769230769231,1.0022164785227217,7,8,False,60,Actor/Actress,True,0.1038251366120218
Marilu Henner,23,7.727272727272727,0.9381712472977408,9,6,False,64,Actor/Actress,True,0.058287795992714
Ryan Lochte,23,7.172413793103448,1.0444918090248936,8,7,False,32,Athlete,True,0.2768670309653916
Calvin Johnson Jr.,23,8.5083275,1.1486348601682566,11,3,True,30,Athlete,True,0.0005512679162072
Laurie Hernandez,23,9.07083,1.0832593821887722,11,1,True,16,Athlete,True,0.0673952641165755
Amber Rose,23,6.7727272727272725,0.8491609860122457,6,9,False,32,Model,True,0.3989071038251366
Rick Perry,23,5.416666666666667,0.4930066485916347,3,12,False,66,Politician,True,0.02367941712204
James Hinchcliffe,23,9.01249,1.2689473329890408,11,2,True,29,Racing Driver,False,0.0309653916211293
Babyface,23,6.6,0.7118052168020874,4,11,False,57,Singer/Rapper,True,0.0273224043715847
Vanilla Ice,23,6.466666666666667,0.8844332774281066,4,10,False,48,Singer/Rapper,True,0.1712204007285974
Jana Kramer,23,8.5,1.3509256086106296,11,4,False,32,Singer/Rapper,True,0.2604735883424408
Terra Jole,23,8.180555555555555,1.1127591943863495,10,5,False,36,TV Personality,True,0.0491803278688524
Charo,24,5.833333333333333,0.5527707983925666,3,11,False,66,Actor/Actress,False,0.2695109261186264
Mr. T,24,5.875,0.7806247497997998,4,10,False,64,Actor/Actress,True,0.0370741482965931
Heather Morris,24,8.208333333333334,0.9004242827072629,6,8,False,30,Actor/Actress,True,0.0741482965931863
Nancy Kerrigan,24,8.125,0.8087137053017323,7,7,False,47,Athlete,True,0.1402805611222445
Bonner Bolton,24,7.109375,1.0134592292613454,8,5,False,29,Athlete,True,0.1172344689378757
Simone Biles,24,8.791666666666666,0.9307628293203616,9,4,False,20,Athlete,True,0.1523046092184369
David Ross,24,7.8208325,0.7622934009905569,10,2,True,40,Athlete,True,0.1513026052104208
Rashad Jennings,24,8.791665,1.057215879929449,10,1,True,32,Athlete,True,0.1042084168336673
Chris Kattan,24,4.875,0.7806247497997998,2,12,False,46,Comedian,True,0.0751503006012024
Erika Jayne,24,7.0,0.7745966692414834,5,9,False,45,Singer/Rapper,True,0.1322645290581162
Normani,24,8.970830000000001,1.1576341775794283,10,3,True,20,Singer/Rapper,True,0.1022044088176352
Nick Viall,24,7.267857142857143,1.081352846943049,7,6,False,36,TV Personality,True,0.1022044088176352
Sasha Pieterse,25,7.166666666666667,0.8881941729649487,5,10,False,21,Actor/Actress,False,0.08515625
Frankie Muniz,25,8.402771875,1.1846270194227737,10,3,True,31,Actor/Actress,True,0.2234375
Jordan Fisher,25,9.21875,0.9837547649185746,10,1,True,23,Actor/Actress,True,0.18359375
Derek Fisher,25,6.75,0.6922186552431729,4,11,False,43,Athlete,True,0.040625
Nikki Bella,25,7.795454545454546,0.9961185000368694,7,8,False,33,Athlete,True,0.1546874999999999
Terrell Owens,25,7.66,1.316966210652346,8,6,False,43,Athlete,True,0.0796875
Victoria Arlen,25,8.160714285714286,1.0526630466563924,9,5,False,22,Athlete,True,0.0882812499999999
Barbara Corcoran,25,5.166666666666667,0.6871842709362768,2,13,False,68,Entrepreneur,True,0.05703125
Lindsey Stirling,25,8.953125,0.93841101569355,10,2,True,31,Musician,True,0.20078125
Debbie Gibson,25,6.25,0.6922186552431729,2,12,False,47,Singer/Rapper,True,0.09921875
Nick Lachey,25,6.7368421052631575,0.6359497880839248,6,9,False,43,Singer/Rapper,True,0.0953125
Drew Scott,25,7.875,1.2054563451241194,10,4,False,39,TV Personality,False,0.0742187499999999
Vanessa Lachey,25,8.113636363636363,0.7060102075913212,7,7,False,36,TV Personality,False,0.0882812499999999
Jamie Anderson,26,6.333333333333333,0.4714045207910317,1,10,False,27,Athlete,True,0.0179775280898876
Johnny Damon,26,6.0,0.0,1,9,False,44,Athlete,True,0.0561797752808988
Kareem Abdul-Jabbar,26,6.642857142857143,0.9529760045804524,2,8,False,71,Athlete,True,0.0179775280898876
Arike Ogunbowale,26,7.857142857142857,1.1248582677159729,2,7,False,21,Athlete,True,0.0134831460674157
Jennie Finch Daigle,26,7.409090909090909,0.5142594772265799,3,6,False,37,Athlete,True,0.0067415730337078
Chris Mazdzer,26,7.909090909090909,0.763311619261212,3,5,False,29,Athlete,True,0.0314606741573033
Mirai Nagasu,26,8.636363636363637,0.77138921583987,3,4,False,25,Athlete,True,0.0337078651685393
Tonya Harding,26,8.5,0.7071067811865476,4,3,True,47,Athlete,True,0.5730337078651686
Josh Norman,26,8.714285714285714,0.7953949089757174,4,2,True,30,Athlete,True,0.098876404494382
Adam Rippon,26,9.357142857142858,0.8541614816501,4,1,True,28,Athlete,True,0.0898876404494382
Juan Pablo Di Pace,27,9.125,1.0026007846263305,8,5,False,39,Actor/Actress,False,0.0248075278015397
Evanna Lynch,27,8.685185185185185,1.2776435785674327,9,3,True,27,Actor/Actress,False,0.0384944396920444
Nancy McKeon,27,6.888888888888889,0.4581228472908511,3,11,False,52,Actor/Actress,True,0.0564585115483319
John Schneider,27,7.214285714285714,1.018535696962259,7,8,False,58,Actor/Actress,True,0.1103507271171941
Milo Manheim,27,9.092592592592592,1.0544178404064268,9,2,True,17,Actor/Actress,True,0.0992301112061591
Danelle Umstead,27,6.083333333333333,0.1863389981249824,2,12,False,46,Athlete,True,0.0162532078699743
Mary Lou Retton,27,7.888888888888889,0.6983225049986963,6,9,False,50,Athlete,True,0.127459366980325
DeMarcus Ware,27,8.238095238095237,0.700663760455341,7,7,False,36,Athlete,True,0.0521813515825491
Nikki Glaser,27,5.833333333333333,0.2357022603955158,1,13,False,34,Comedian,True,0.106928999144568
Bobby Bones,27,7.462962962962963,0.9322009591594976,9,1,True,38,Radio Personality,True,0.1933276304533789
Tinashe,27,8.5,0.6454972243679028,4,10,False,25,Singer/Rapper,True,0.0675791274593669
Alexis Ren,27,8.833333333333334,0.8050764858994133,9,4,False,21,Social Media Personality,True,0.1804961505560308
Joe Amabile,27,6.25,1.181453906563152,8,6,False,32,TV Personality,True,0.0145423438836612
Kate Flannery,28,7.479991999999999,1.2259340712844229,8,7,False,55,Actor/Actress,True,0.0594758064516129
James Van Der Beek,28,8.296868750000002,1.195853159473787,10,5,False,42,Actor/Actress,True,0.1764112903225806
Kel Mitchell,28,8.299994285714286,1.431941605741331,11,2,True,41,Actor/Actress,True,0.0725806451612903
Ray Lewis,28,5.0,0.0,2,11,False,44,Athlete,True,0.1219758064516129
Lamar Odom,28,4.230769230769231,0.9730085108210398,4,10,False,39,Athlete,True,0.1542338709677419
Sailor Brinkley-Cook,28,7.421052631578948,1.0913916501751433,6,9,False,21,Model,True,0.002016129032258
Sean Spicer,28,5.862068965517241,0.999107806513822,9,6,False,48,Politician,True,0.2056451612903226
Mary Wilson,28,5.333333333333333,0.4714045207910317,2,12,False,75,Singer/Rapper,True,0.0393145161290322
Lauren Alaina,28,8.014285714285714,1.09860765312745,11,4,False,24,Singer/Rapper,True,0.1360887096774193
Ally Brooke,28,8.585714285714285,1.4466005188802091,11,3,True,26,Singer/Rapper,True,0.094758064516129
Karamo Brown,28,6.840909090909091,1.1420313205819193,7,8,False,38,TV Personality,True,0.0423387096774193
Hannah Brown,28,8.414280000000002,1.0588685273306733,11,1,True,24,TV Personality,True,0.283266129032258
Anne Heche,29,6.0,0.7071067811865476,4,13,False,51,Actor/Actress,True,0.1191765980498374
Jesse Metcalfe,29,6.533333333333333,0.498887651569859,5,12,False,41,Actor/Actress,True,0.0877573131094257
Chrishell Stause,29,7.125,1.4807796369930717,8,8,False,39,Actor/Actress,True,0.1321776814734561
Skai Jackson,29,7.849986666666665,1.6439161916458989,10,5,False,18,Actor/Actress,True,0.2231852654387865
Justina Machado,29,8.363624242424242,1.178113385249151,11,4,False,48,Actor/Actress,True,0.0411700975081256
Charles Oakley,29,4.5,0.5,2,15,False,56,Athlete,True,0.0368364030335861
Veron Davis,29,6.722222222222222,0.7307192465536614,6,11,False,36,Athlete,True,0.0005512679162072
Johnny Weir,29,8.35,1.472809107341025,10,6,False,36,Athlete,True,0.0509209100758396
Nev Schulman,29,8.787872727272728,1.216653798339435,11,2,True,35,Producer,True,0.0400866738894907
AJ McLean,29,7.8148074074074065,1.0899178813531225,9,7,False,42,Singer/Rapper,True,0.0227518959913326
Nelly,29,7.651515151515151,1.3511210187641185,11,3,True,45,Singer/Rapper,True,0.3206933911159263
Kaitlyn Bristowe,29,8.666666666666666,1.1720654306553768,11,1,True,35,TV Personality,False,0.075839653304442
Carole Baskin,29,4.333333333333333,0.9428090415820634,3,14,False,59,TV Personality,True,0.2925243770314192
Monica Aldama,29,7.380952380952381,1.2526615655205626,7,10,False,48,TV Personality,True,0.0303358613217768
Jeannie Mai,29,7.285714285714286,0.982846068597633,7,9,False,41,TV Personality,True,0.1560130010834236
Martin Kove,30,3.5,0.5,2,15,False,75,Actor/Actress,True,0.0305498981670061
Brian Austin Green,30,6.133333333333334,0.4642796092394706,4,13,False,48,Actor/Actress,True,0.1130346232179226
Melora Hardin,30,8.528571428571428,1.2869835005205952,9,6,False,54,Actor/Actress,True,0.0947046843177189
Matt James,30,6.3,0.7483314773547882,4,12,False,29,Athlete,True,0.0896130346232179
"Mike ""The Miz"" Mizanin",30,7.5,0.9813067629253164,7,9,False,40,Athlete,True,0.0005512679162072
Suni Lee,30,8.471428571428572,1.1676769192525396,9,5,False,18,Athlete,True,0.0875763747454175
Iman Shumpert,30,7.9743589743589745,1.6792424953879936,10,1,True,31,Athlete,True,0.1242362525458248
Cody Rigsby,30,7.961538461538462,1.4159558490537154,10,3,True,34,Fitness Instructor,True,0.1059063136456211
Melanie C,30,7.7894736842105265,0.8783325930672966,5,11,False,47,Singer/Rapper,False,0.0183299389002036
Jimmie Allen,30,7.854838709677419,1.4266673798384506,8,7,False,36,Singer/Rapper,True,0.1384928716904277
Olivia Jade,30,8.419354838709678,1.362497553673734,8,8,False,21,Social Media Personality,True,0.1670061099796334
JoJo Siwa,30,9.205128205128204,1.1077694654988697,10,2,True,18,Social Media Personality,True,0.6130346232179226
Christine Chiu,30,6.363636363636363,0.4810456929208347,3,14,False,38,TV Personality,False,0.0183299389002036
Kenya Moore,30,7.326086956521739,1.0384844271735816,6,10,False,50,TV Personality,True,0.0835030549898167
Amanda Kloots,30,8.961538461538462,1.0794384543482958,10,4,False,39,TV Personality,True,0.1720977596741344
Jason Lewis,31,4.5,0.5,1,16,False,51,Actor/Actress,True,0.0252100840336134
Cheryl Ladd,31,5.5,0.5,3,14,False,71,Actor/Actress,True,0.0709617180205415
Selma Blair,31,7.8,1.16619037896906,5,12,False,50,Actor/Actress,True,0.2642390289449113
Joseph Baena,31,6.95,1.1056672193747992,5,11,False,24,Actor/Actress,True,0.0924369747899159
Trevor Donovan,31,7.958333333333333,1.4571423708371427,9,6,False,39,Actor/Actress,True,0.1120448179271708
Daniel Durant,31,8.152777777777779,1.013413130386372,9,5,False,32,Actor/Actress,True,0.0354808590102707
Wayne Brady,31,9.0625,1.132268188195712,10,3,True,50,Comedian,True,0.1559290382819794
Sam Champion,31,6.0,0.7071067811865476,4,13,False,61,News Anchor,True,0.0270774976657329
Jessie James Decker,31,7.083333333333333,1.3543269135954172,6,10,False,34,Singer/Rapper,False,0.0634920634920634
Jordin Sparks,31,7.857142857142857,1.013146996607449,7,9,False,32,Singer/Rapper,True,0.0849673202614379
Heidi D'Amelio,31,8.21875,1.1511712785246164,8,8,False,50,Social Media Personality,True,0.0005512679162072
Charli D'Amelio,31,9.475,1.071360116860806,10,1,True,18,Social Media Personality,True,0.0597572362278244
Teresa Giudice,31,5.375,0.4841229182759271,2,15,False,50,TV Personality,True,0.0840336134453781
Vinny Guadagnino,31,6.734375,1.1758266706343243,8,7,False,34,TV Personality,True,0.0280112044817927
Shangela,31,8.6375,1.1591349144944258,10,4,False,40,TV Personality,True,0.0532212885154061
Gabby Windey,31,9.0625,1.0288798520721456,10,2,True,31,TV Personality,True,0.0915032679738562
Jamie Lynn Spears,32,5.166666666666667,0.3726779962499649,2,13,False,32,Actor/Actress,True,0.1314636283961437
Mira Sorvino,32,6.5,0.7071067811865476,5,10,False,55,Actor/Actress,True,0.1428571428571428
Barry Williams,32,7.053571428571429,1.364991403127597,8,7,False,68,Actor/Actress,True,0.1840490797546012
Alyson Hannigan,32,7.394736842105263,1.4471291668281596,11,5,False,49,Actor/Actress,True,0.1209465381244522
Xochitl Gomez,32,9.18421052631579,1.2691742686092102,11,1,True,17,Actor/Actress,True,0.1647677475898334
Adrian Peterson,32,5.846153846153846,0.7692307692307693,4,11,False,38,Athlete,True,0.0911481156879929
Matt Walsh,32,4.0,0.0,1,14,False,58,Comedian,True,0.0911481156879929
Tyson Beckford,32,5.0,0.7745966692414834,3,12,False,52,Model,True,0.0262927256792287
Jason Mraz,32,8.93421052631579,1.0586178466058251,11,2,True,46,Singer/Rapper,True,0.1577563540753725
Lele Pons,32,7.770833333333333,1.154512583541451,7,8,False,27,Social Media Personality,False,0.0718667835232252
Harry Jowsey,32,6.53125,1.2147369828485506,9,6,False,26,TV Personality,False,0.203330411919369
Mauricio Umansky,32,6.3,1.584297951775486,6,9,False,53,TV Personality,False,0.0946538124452234
Charity Lawson,32,8.868421052631579,1.0110196164367655,11,4,False,27,TV Personality,True,0.0411919368974583
Ariana Madix,32,8.93421052631579,1.239009858460731,11,3,True,38,TV Personality,True,0.1182978723404255
Tori Spelling,33,6.0,0.5773502691896257,2,12,False,51,Actor/Actress,True,0.0867802108678021
Eric Roberts,33,5.3,0.6403124237432849,3,10,False,68,Actor/Actress,True,0.1273317112733171
Reginald VelJohnson,33,5.2,0.6,3,10,False,74,Actor/Actress,True,0.0348742903487429
Chandler Kinney,33,9.017241379310343,1.0211788203421273,9,3,True,24,Actor/Actress,True,0.0762368207623682
Dwight HowardÂ ,33,7.739130434782608,1.178333063727622,7,6,False,38,Athlete,True,0.0005512679162072
Danny Amendola,33,8.310344827586206,0.9774508815902322,9,5,False,39,Athlete,True,0.1386861313868613
Stephen Nedoroscik,33,8.344827586206897,0.929436687720245,9,4,False,26,Athlete,True,0.0543390105433901
Ilona Maher,33,8.0,1.1141720290623112,9,2,True,28,Athlete,True,0.202757502027575
Anna Delvey,33,5.833333333333333,0.3726779962499649,2,12,False,33,Con artist,False,0.2700729927007299
Brooks Nader,33,7.178571428571429,0.8151937293223804,4,9,False,27,Model,True,0.1192214111922141
Phaedra Parks,33,7.294117647058823,0.7287948054919923,5,8,False,51,TV Personality,True,0.0259529602595296
Jenn Tran,33,7.875,1.3497684986693088,6,7,False,26,TV Personality,True,0.0851581508515815
Joey Graziadei,33,8.89655172413793,1.0937070018726691,9,1,True,29,TV Personality,True,0.0316301703163017
Corey Feldman,34,4.8,0.3999999999999999,2,13,False,54,Actor/Actress,True,0.0435413642960812
Danielle Fishel,34,7.777777777777778,1.18894080883515,8,8,False,44,Actor/Actress,True,0.04644412191582
Elaine Hendrix,34,8.297291891891893,1.0912739310718282,11,5,False,55,Actor/Actress,True,0.0638606676342525
Baron Davis,34,5.6,0.4898979485566356,2,13,False,46,Athlete,True,0.0043541364296081
Jordan Chiles,34,8.788286486486488,1.305248437812503,11,3,True,24,Athlete,True,0.0261248185776487
Andy Richter,34,6.580645161290323,1.1259173621307892,9,7,False,59,Comedian,True,0.0551523947750362
Robert Irwin,34,8.977475675675676,1.2239235070174723,11,1,True,22,Conservationist,False,0.2496371552975326
Hilaria Baldwin,34,7.272727272727272,0.4453617714151233,4,11,False,41,Entrepreneur,True,0.0566037735849056
Lauren Jauregui,34,6.5,0.5,3,12,False,29,Singer/Rapper,True,0.0072568940493468
Scott Hoying,34,6.789473684210527,0.8321783316232577,6,10,False,34,Singer/Rapper,True,0.0087082728592162
Alix Earle,34,8.95945945945946,1.2647955628970369,11,2,True,24,Social media personality,True,0.1001451378809869
Jen Affleck,34,7.434782608695652,0.8508863387296055,7,9,False,26,TV Personality,True,0.0391872278664731
Whitney Leavitt,34,9.132352941176473,1.1931718943849512,10,6,False,32,TV Personality,True,0.0624092888243831
Dylan Efron,34,8.617113513513514,1.4138736787800792,11,4,False,33,TV Personality,True,0.0972423802612481
